"year","month","accidents","fatalities","total_gdp","gdp_per_capita","unemployment","population","vehicles","inflation_rate","quarter","season","is_summer","is_winter","is_holiday","AccidentGrowthRate","FatalityGrowthRate","FatalityRate","AccidentChangeRate","FatalityChangeRate","AccidentsPerCapita","FatalitiesPerCapita","AccidentsPerVehicle","economic_crisis","covid","new_highways","speed_limits","seat_belt","helmet","alcohol","phone","licensing","airbags","abs","kid_seat","fines","pedestrians","kteo","point_system"
2009,"4",1216,114,234.323,21.097,484.7,11107024,7910565,1.2,2,"Spring",0,0,0,0.00829187396351575,0.0654205607476635,0.09375,0.00829187396351575,0.0654205607476635,0.000109480271222967,1.02637754271531e-05,0.000153718476493146,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"5",1381,120,234.323,21.097,484.7,11107024,7910565,1.2,2,"Spring",0,0,1,0.135690789473684,0.0526315789473684,0.0868935553946416,0.135690789473684,0.0526315789473684,0.000124335735657004,1.08039741338454e-05,0.000174576657925192,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"6",1407,140,234.323,21.097,484.7,11107024,7910565,1.2,2,"Summer",1,0,0,0.0188269370021723,0.166666666666667,0.0995024875621891,0.0188269370021723,0.166666666666667,0.000126676596719337,1.26046364894863e-05,0.000177863401666,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"7",1510,144,234.323,21.097,484.7,11107024,7910565,1.2,3,"Summer",1,0,0,0.0732054015636105,0.0285714285714286,0.095364238410596,0.0732054015636105,0.0285714285714286,0.000135950007850888,1.29647689606145e-05,0.000190883963408429,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"8",1256,137,234.323,21.097,484.7,11107024,7910565,1.2,3,"Summer",1,0,0,-0.168211920529801,-0.0486111111111111,0.109076433121019,-0.168211920529801,-0.0486111111111111,0.000113081595934248,1.23345371361402e-05,0.000158775005325157,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"9",1202,141,234.323,21.097,484.7,11107024,7910565,1.2,3,"Autumn",0,0,0,-0.0429936305732484,0.0291970802919708,0.117304492512479,-0.0429936305732484,0.0291970802919708,0.000108219807574018,1.26946696072683e-05,0.000151948691401942,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"10",1240,154,234.323,21.097,484.7,11107024,7910565,1.2,4,"Autumn",0,0,0,0.0316139767054908,0.0921985815602837,0.124193548387097,0.0316139767054908,0.0921985815602837,0.000111641066049736,1.38651001384349e-05,0.000156752393792352,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"11",1161,94,234.323,21.097,484.7,11107024,7910565,1.2,4,"Autumn",0,0,0,-0.0637096774193548,-0.38961038961039,0.0809646856158484,-0.0637096774193548,-0.38961038961039,0.000104528449744954,8.46311307151222e-06,0.00014676574934913,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2009,"12",1105,99,234.323,21.097,484.7,11107024,7910565,1.2,4,"Winter",0,1,0,-0.0482342807924203,0.0531914893617021,0.0895927601809955,-0.0482342807924203,0.0531914893617021,9.94865951491597e-05,8.91327866042245e-06,0.000139686608984314,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"1",1082,85,223.59,20.105,639.4,11121383,8062085,4.7,1,"Winter",0,1,1,-0.020814479638009,-0.141414141414141,0.0785582255083179,-0.020814479638009,-0.141414141414141,9.72900582598405e-05,7.64293433649394e-06,0.000134208458481894,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"2",1130,79,223.59,20.105,639.4,11121383,8062085,4.7,1,"Winter",0,1,0,0.044362292051756,-0.0705882352941176,0.0699115044247788,0.044362292051756,-0.0705882352941176,0.000101606068238096,7.10343308921202e-06,0.000140162253312884,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"3",1299,103,223.59,20.105,639.4,11121383,8062085,4.7,1,"Spring",0,0,0,0.149557522123894,0.30379746835443,0.0792917628945343,0.149557522123894,0.30379746835443,0.000116802020036537,9.26143807833972e-06,0.00016112457261366,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"4",1279,96,223.59,20.105,639.4,11121383,8062085,4.7,2,"Spring",0,0,0,-0.0153964588144727,-0.0679611650485437,0.0750586395621579,-0.0153964588144727,-0.0679611650485437,0.000115003682545597,8.6320199565108e-06,0.000158643824767414,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"5",1424,100,223.59,20.105,639.4,11121383,8062085,4.7,2,"Spring",0,0,1,0.113369820172009,0.0416666666666667,0.0702247191011236,0.113369820172009,0.0416666666666667,0.00012804162935491,8.99168745469876e-06,0.000176629246652696,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"6",1380,108,223.59,20.105,639.4,11121383,8062085,4.7,2,"Summer",1,0,0,-0.0308988764044944,0.08,0.0782608695652174,-0.0308988764044944,0.08,0.000124085286874843,9.71102245107465e-06,0.000171171601390955,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"7",1384,105,223.59,20.105,639.4,11121383,8062085,4.7,3,"Summer",1,0,0,0.00289855072463768,-0.0277777777777778,0.0758670520231214,0.00289855072463768,-0.0277777777777778,0.000124444954373031,9.44127182743369e-06,0.000171667750960204,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"8",1315,149,223.59,20.105,639.4,11121383,8062085,4.7,3,"Summer",1,0,0,-0.0498554913294798,0.419047619047619,0.113307984790875,-0.0498554913294798,0.419047619047619,0.000118240690029289,1.33976143075011e-05,0.000163109170890657,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"9",1244,117,223.59,20.105,639.4,11121383,8062085,4.7,3,"Autumn",0,0,0,-0.0539923954372624,-0.214765100671141,0.0940514469453376,-0.0539923954372624,-0.214765100671141,0.000111856591936453,1.05202743219975e-05,0.000154302516036484,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"10",1174,123,223.59,20.105,639.4,11121383,8062085,4.7,4,"Autumn",0,0,0,-0.0562700964630225,0.0512820512820513,0.104770017035775,-0.0562700964630225,0.0512820512820513,0.000105562410718163,1.10597755692795e-05,0.000145619898574624,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"11",1137,88,223.59,20.105,639.4,11121383,8062085,4.7,4,"Autumn",0,0,0,-0.0315161839863714,-0.284552845528455,0.0773966578715919,-0.0315161839863714,-0.284552845528455,0.000102235486359925,7.9126849601349e-06,0.00014103051505907,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2010,"12",1184,105,223.59,20.105,639.4,11121383,8062085,4.7,4,"Winter",0,1,0,0.0413368513632366,0.193181818181818,0.0886824324324324,0.0413368513632366,0.193181818181818,0.000106461579463633,9.44127182743369e-06,0.000146860272497747,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2011,"1",964,67,203.475,18.323,881.8,11104944,8086910,3.3,1,"Winter",0,1,1,-0.185810810810811,-0.361904761904762,0.0695020746887967,-0.185810810810811,-0.361904761904762,8.68081820133447e-05,6.03334874989014e-06,0.000119204986824387,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"2",943,70,203.475,18.323,881.8,11104944,8086910,3.3,1,"Winter",0,1,0,-0.0217842323651452,0.0447761194029851,0.0742311770943796,-0.0217842323651452,0.0447761194029851,8.49171324051702e-05,6.30349869391507e-06,0.00011660819769232,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"3",965,85,203.475,18.323,881.8,11104944,8086910,3.3,1,"Spring",0,0,0,0.0233297985153765,0.214285714285714,0.0880829015544041,0.0233297985153765,0.214285714285714,8.68982319946863e-05,7.65424841403973e-06,0.000119328643449723,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"4",1152,85,203.475,18.323,881.8,11104944,8086910,3.3,2,"Spring",0,0,0,0.193782383419689,0,0.0737847222222222,0.193782383419689,0,0.000103737578505574,7.65424841403973e-06,0.000142452432387649,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"5",1184,71,203.475,18.323,881.8,11104944,8086910,3.3,2,"Spring",0,0,1,0.0277777777777778,-0.164705882352941,0.0599662162162162,0.0277777777777778,-0.164705882352941,0.000106619177908506,6.39354867525671e-06,0.000146409444398417,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"6",1363,106,203.475,18.323,881.8,11104944,8086910,3.3,2,"Summer",1,0,0,0.151182432432432,0.492957746478873,0.0777696258253852,0.151182432432432,0.492957746478873,0.000122738124568661,9.54529802221425e-06,0.00016854398033365,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"7",1382,130,203.475,18.323,881.8,11104944,8086910,3.3,3,"Summer",1,0,0,0.0139398385913426,0.226415094339623,0.0940665701881331,0.0139398385913426,0.226415094339623,0.000124449074214152,1.17064975744137e-05,0.000170893456215044,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"8",1235,119,203.475,18.323,881.8,11104944,8086910,3.3,3,"Summer",1,0,0,-0.106367583212735,-0.0846153846153846,0.0963562753036437,-0.106367583212735,-0.0846153846153846,0.00011121172695693,1.07159477796556e-05,0.000152715932290578,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"9",1216,112,203.475,18.323,881.8,11104944,8086910,3.3,3,"Autumn",0,0,0,-0.0153846153846154,-0.0588235294117647,0.0921052631578947,-0.0153846153846154,-0.0588235294117647,0.000109500777311439,1.00855979102641e-05,0.000150366456409185,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"10",1166,106,203.475,18.323,881.8,11104944,8086910,3.3,4,"Autumn",0,0,0,-0.0411184210526316,-0.0535714285714286,0.0909090909090909,-0.0411184210526316,-0.0535714285714286,0.000104998278244357,9.54529802221425e-06,0.00014418362514236,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"11",1124,93,203.475,18.323,881.8,11104944,8086910,3.3,4,"Autumn",0,0,0,-0.0360205831903945,-0.122641509433962,0.0827402135231317,-0.0360205831903945,-0.122641509433962,0.000101216179028008,8.37464826477288e-06,0.000138990046878227,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"12",1155,97,203.475,18.323,881.8,11104944,8086910,3.3,4,"Winter",0,1,0,0.0275800711743772,0.043010752688172,0.083982683982684,0.0275800711743772,0.043010752688172,0.000104007728449599,8.73484819013945e-06,0.000142823402263658,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"1",879,75,185.899,16.831,1195.1,11045010,8069872,1.5,1,"Winter",0,1,1,-0.238961038961039,-0.22680412371134,0.0853242320819113,-0.238961038961039,-0.22680412371134,7.95834499018109e-05,6.79039674930127e-06,0.000108923660747035,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"2",705,60,185.899,16.831,1195.1,11045010,8069872,1.5,1,"Winter",0,1,0,-0.197952218430034,-0.2,0.0851063829787234,-0.197952218430034,-0.2,6.38297294434319e-05,5.43231739944101e-06,8.73619804626393e-05,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"3",983,71,185.899,16.831,1195.1,11045010,8069872,1.5,1,"Spring",0,0,0,0.394326241134752,0.183333333333333,0.0722278738555443,0.394326241134752,0.183333333333333,8.89994667275086e-05,6.4282422560052e-06,0.000121811101836559,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"4",1036,70,185.899,16.831,1195.1,11045010,8069872,1.5,2,"Spring",0,0,0,0.0539165818921668,-0.0140845070422535,0.0675675675675676,0.0539165818921668,-0.0140845070422535,9.37980137636815e-05,6.33770363268118e-06,0.000128378740084105,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"5",1048,82,185.899,16.831,1195.1,11045010,8069872,1.5,2,"Spring",0,0,1,0.0115830115830116,0.171428571428571,0.0782442748091603,0.0115830115830116,0.171428571428571,9.48844772435697e-05,7.42416711256939e-06,0.000129865752517512,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"6",1203,83,185.899,16.831,1195.1,11045010,8069872,1.5,2,"Summer",1,0,0,0.147900763358779,0.0121951219512195,0.0689941812136326,0.147900763358779,0.0121951219512195,0.000108917963858792,7.5147057358934e-06,0.000149072996449014,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"7",1250,105,185.899,16.831,1195.1,11045010,8069872,1.5,3,"Summer",1,0,0,0.0390689941812136,0.265060240963855,0.084,0.0390689941812136,0.265060240963855,0.000113173279155021,9.50655544902178e-06,0.000154897128479857,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"8",1054,95,185.899,16.831,1195.1,11045010,8069872,1.5,3,"Summer",1,0,0,-0.1568,-0.0952380952380952,0.0901328273244782,-0.1568,-0.0952380952380952,9.54277089835138e-05,8.60116921578161e-06,0.000130609258734215,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"9",1105,94,185.899,16.831,1195.1,11045010,8069872,1.5,3,"Autumn",0,0,0,0.0483870967741935,-0.0105263157894737,0.0850678733031674,0.0483870967741935,-0.0105263157894737,0.000100045178773039,8.51063059245759e-06,0.000136929061576194,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"10",1162,96,185.899,16.831,1195.1,11045010,8069872,1.5,4,"Autumn",0,0,0,0.0515837104072398,0.0212765957446809,0.0826161790017212,0.0515837104072398,0.0212765957446809,0.000105205880302508,8.69170783910562e-06,0.000143992370634875,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"11",1006,79,185.899,16.831,1195.1,11045010,8069872,1.5,4,"Autumn",0,0,0,-0.134251290877797,-0.177083333333333,0.0785288270377734,-0.134251290877797,-0.177083333333333,9.1081855063961e-05,7.15255124259734e-06,0.000124661209000589,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"12",967,78,185.899,16.831,1195.1,11045010,8069872,1.5,4,"Winter",0,1,0,-0.0387673956262425,-0.0126582278481013,0.0806618407445708,-0.0387673956262425,-0.0126582278481013,8.75508487543244e-05,7.06201261927332e-06,0.000119828418592017,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"1",861,69,178.114,16.244,1330.3,10965214,8035423,-0.9,1,"Winter",0,1,1,-0.109617373319545,-0.115384615384615,0.0801393728222996,-0.109617373319545,-0.115384615384615,7.85210393522644e-05,6.29262684704557e-06,0.000107150550755075,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"2",800,55,178.114,16.244,1330.3,10965214,8035423,-0.9,1,"Winter",0,1,0,-0.0708478513356562,-0.202898550724638,0.06875,-0.0708478513356562,-0.202898550724638,7.29579924295139e-05,5.01586197952908e-06,9.95591644646461e-05,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"3",948,55,178.114,16.244,1330.3,10965214,8035423,-0.9,1,"Spring",0,0,0,0.185,0,0.0580168776371308,0.185,0,8.6455221028974e-05,5.01586197952908e-06,0.000117977609890606,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"4",1031,70,178.114,16.244,1330.3,10965214,8035423,-0.9,2,"Spring",0,0,0,0.0875527426160338,0.272727272727273,0.0678952473326867,0.0875527426160338,0.272727272727273,9.40246127435361e-05,6.38382433758247e-06,0.000128306873203813,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"5",1058,55,178.114,16.244,1330.3,10965214,8035423,-0.9,2,"Spring",0,0,1,0.026188166828322,-0.214285714285714,0.0519848771266541,0.026188166828322,-0.214285714285714,9.64869449880322e-05,5.01586197952908e-06,0.000131666995004494,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"6",1077,79,178.114,16.244,1330.3,10965214,8035423,-0.9,2,"Summer",1,0,0,0.0179584120982987,0.436363636363636,0.0733519034354689,0.0179584120982987,0.436363636363636,9.82196973082331e-05,7.2046017524145e-06,0.00013403152516053,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"7",1147,85,178.114,16.244,1330.3,10965214,8035423,-0.9,3,"Summer",1,0,0,0.0649953574744661,0.0759493670886076,0.0741063644289451,0.0649953574744661,0.0759493670886076,0.000104603521645816,7.75178669563585e-06,0.000142742952051186,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"8",1052,119,178.114,16.244,1330.3,10965214,8035423,-0.9,3,"Summer",1,0,0,-0.0828247602441151,0.4,0.113117870722433,-0.0828247602441151,0.4,9.59397600448108e-05,1.08525013738902e-05,0.00013092030127101,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"9",1091,93,178.114,16.244,1330.3,10965214,8035423,-0.9,3,"Autumn",0,0,0,0.0370722433460076,-0.218487394957983,0.0852428964252979,0.0370722433460076,-0.218487394957983,9.94964621757496e-05,8.48136661993099e-06,0.000135773810538661,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"10",1139,69,178.114,16.244,1330.3,10965214,8035423,-0.9,4,"Autumn",0,0,0,0.0439963336388634,-0.258064516129032,0.0605794556628622,0.0439963336388634,-0.258064516129032,0.00010387394172152,6.29262684704557e-06,0.00014174736040654,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"11",938,67,178.114,16.244,1330.3,10965214,8035423,-0.9,4,"Autumn",0,0,0,-0.176470588235294,-0.0289855072463768,0.0714285714285714,-0.176470588235294,-0.0289855072463768,8.55432461236051e-05,6.11023186597179e-06,0.000116733120334798,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"12",967,63,178.114,16.244,1330.3,10965214,8035423,-0.9,4,"Winter",0,1,0,0.0309168443496802,-0.0597014925373134,0.0651499482936918,0.0309168443496802,-0.0597014925373134,8.81879733491749e-05,5.74544190382422e-06,0.000120342140046641,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"1",860,54,176.072,16.165,1274.4,10892381,8048438,-1.3,1,"Winter",0,1,1,-0.110651499482937,-0.142857142857143,0.0627906976744186,-0.110651499482937,-0.142857142857143,7.89542708798012e-05,4.95759375291775e-06,0.000106853031606878,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"2",859,51,176.072,16.165,1274.4,10892381,8048438,-1.3,1,"Winter",0,1,0,-0.00116279069767442,-0.0555555555555556,0.0593713620488941,-0.00116279069767442,-0.0555555555555556,7.88624635880805e-05,4.68217187775565e-06,0.000106728783895707,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"3",893,50,176.072,16.165,1274.4,10892381,8048438,-1.3,1,"Spring",0,0,0,0.039580908032596,-0.0196078431372549,0.0559910414333707,0.039580908032596,-0.0196078431372549,8.19839115065843e-05,4.59036458603495e-06,0.000110953206075514,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"4",881,56,176.072,16.165,1274.4,10892381,8048438,-1.3,2,"Spring",0,0,0,-0.013437849944009,0.12,0.0635641316685585,-0.013437849944009,0.12,8.08822240059359e-05,5.14120833635915e-06,0.000109462233541465,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"5",1105,67,176.072,16.165,1274.4,10892381,8048438,-1.3,2,"Spring",0,0,1,0.254256526674234,0.196428571428571,0.0606334841628959,0.254256526674234,0.196428571428571,0.000101447057351372,6.15108854528684e-06,0.000137293720843721,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"6",1119,70,176.072,16.165,1274.4,10892381,8048438,-1.3,2,"Summer",1,0,0,0.0126696832579186,0.0447761194029851,0.0625558534405719,0.0126696832579186,0.0447761194029851,0.000102732359435462,6.42651042044894e-06,0.000139033188800113,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"7",1159,79,176.072,16.165,1274.4,10892381,8048438,-1.3,3,"Summer",1,0,0,0.0357462019660411,0.128571428571429,0.0681622088006903,0.0357462019660411,0.128571428571429,0.00010640465110429,7.25277604593523e-06,0.000144003097246944,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"8",1049,87,176.072,16.165,1274.4,10892381,8048438,-1.3,3,"Summer",1,0,0,-0.094909404659189,0.10126582278481,0.0829361296472831,-0.094909404659189,0.10126582278481,9.63058490150133e-05,7.98723437970082e-06,0.000130335849018157,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"9",929,72,176.072,16.165,1274.4,10892381,8048438,-1.3,3,"Autumn",0,0,0,-0.114394661582459,-0.172413793103448,0.077502691065662,-0.114394661582459,-0.172413793103448,8.52889740085294e-05,6.61012500389033e-06,0.000115426123677663,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"10",992,72,176.072,16.165,1274.4,10892381,8048438,-1.3,4,"Autumn",0,0,0,0.0678148546824543,0,0.0725806451612903,0.0678148546824543,0,9.10728333869335e-05,6.61012500389033e-06,0.000123253729481422,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"11",877,63,176.072,16.165,1274.4,10892381,8048438,-1.3,4,"Autumn",0,0,0,-0.115927419354839,-0.125,0.0718358038768529,-0.115927419354839,-0.125,8.05149948390531e-05,5.78385937840404e-06,0.000108965242696782,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"12",897,74,176.072,16.165,1274.4,10892381,8048438,-1.3,4,"Winter",0,1,0,0.0228050171037628,0.174603174603175,0.0824972129319955,0.0228050171037628,0.174603174603175,8.23511406734671e-05,6.79373958733173e-06,0.000111450196920197,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"1",762,57,175.363,16.206,1197,10820912,8076431,-1.7,1,"Winter",0,1,1,-0.150501672240803,-0.22972972972973,0.0748031496062992,-0.150501672240803,-0.22972972972973,7.0419203113379e-05,5.26757818564646e-06,9.43486052193104e-05,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"2",700,52,175.363,16.206,1197,10820912,8076431,-1.7,1,"Winter",0,1,0,-0.0813648293963255,-0.087719298245614,0.0742857142857143,-0.0813648293963255,-0.087719298245614,6.46895566658337e-05,4.80550992374765e-06,8.66719470518599e-05,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"3",770,55,175.363,16.206,1197,10820912,8076431,-1.7,1,"Spring",0,0,0,0.1,0.0576923076923077,0.0714285714285714,0.1,0.0576923076923077,7.11585123324171e-05,5.08275088088693e-06,9.53391417570459e-05,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"4",942,67,175.363,16.206,1197,10820912,8076431,-1.7,2,"Spring",0,0,0,0.223376623376623,0.218181818181818,0.0711252653927813,0.223376623376623,0.218181818181818,8.70536605417362e-05,6.19171470944408e-06,0.00011663567731836,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"5",1065,62,175.363,16.206,1197,10820912,8076431,-1.7,2,"Spring",0,0,1,0.130573248407643,-0.0746268656716418,0.0582159624413146,0.130573248407643,-0.0746268656716418,9.8420539784447e-05,5.72964644754527e-06,0.000131865176586044,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"6",1006,69,175.363,16.206,1197,10820912,8076431,-1.7,2,"Summer",1,0,1,-0.0553990610328638,0.112903225806452,0.0685884691848907,-0.0553990610328638,0.112903225806452,9.2968134294041e-05,6.37654201420361e-06,0.000124559969620244,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"7",1171,76,175.363,16.206,1197,10820912,8076431,-1.7,3,"Summer",1,0,0,0.164015904572565,0.101449275362319,0.0649017933390265,0.164015904572565,0.101449275362319,0.000108216386936702,7.02343758086195e-06,0.00014498978571104,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"8",1030,96,175.363,16.206,1197,10820912,8076431,-1.7,3,"Summer",1,0,0,-0.120409906063194,0.263157894736842,0.0932038834951456,-0.120409906063194,0.263157894736842,9.51860619511553e-05,8.8717106284572e-06,0.000127531579233451,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"9",970,64,175.363,16.206,1197,10820912,8076431,-1.7,3,"Autumn",0,0,0,-0.058252427184466,-0.333333333333333,0.065979381443299,-0.058252427184466,-0.333333333333333,8.96412428083696e-05,5.9144737523048e-06,0.000120102555200434,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"10",921,59,175.363,16.206,1197,10820912,8076431,-1.7,4,"Autumn",0,0,0,-0.0505154639175258,-0.078125,0.0640608034744843,-0.0505154639175258,-0.078125,8.51129738417612e-05,5.45240549040598e-06,0.000114035518906804,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"11",1002,60,175.363,16.206,1197,10820912,8076431,-1.7,4,"Autumn",0,0,0,0.0879478827361563,0.0169491525423729,0.0598802395209581,0.0879478827361563,0.0169491525423729,9.2598479684522e-05,5.54481914278575e-06,0.000124064701351377,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"12",1101,76,175.363,16.206,1197,10820912,8076431,-1.7,4,"Winter",0,1,0,0.0988023952095808,0.266666666666667,0.0690281562216167,0.0988023952095808,0.266666666666667,0.000101747431270118,7.02343758086195e-06,0.000136322591005854,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"1",810,64,174.448,16.189,1130.9,10775979,8172948,-0.8,1,"Winter",0,1,1,-0.264305177111717,-0.157894736842105,0.0790123456790123,-0.264305177111717,-0.157894736842105,7.51671843458492e-05,5.93913555325228e-06,9.91074456854491e-05,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
